"Date_entered","Entered_by","Census_year","Census_date","Collected_by","Site","Transect_plot","Quad","Tag","2018tag","2019tag","Pick_color","Sword_color","Band","Band_color","Band_num","Xcoord","Ycoord","Stem_diam_mm","Height_cm","Canopy_width_cm","Phenology","Num_flowers","Num_fruits","Longest_fruit_cm","Num_repro_branches","Num_total_branches","Longest_leaf_cm","Herbivory","Category_herbivory","Leaf_thickness_mm","Buds","Year_marked","Num_leaves","Notes","Stem_diam_mm_UFA"
NA,NA,2016,NA,NA,"TM2","upper","1","n",NA,NA,NA,NA,NA,NA,NA,31,12,"0.88","5.5",NA,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","1","n",NA,NA,NA,NA,NA,NA,NA,36.5,1.5,"1.11","11.0",NA,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,1.11
NA,NA,2016,NA,NA,"TM2","upper","1","n",NA,NA,NA,NA,NA,NA,NA,44,16,"0.63","2.5",NA,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","1","n",NA,NA,NA,NA,NA,NA,NA,46.5,14,"0.87","8.6",NA,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","1","n",NA,NA,NA,NA,NA,NA,NA,43,15,"0.79","2.8",NA,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","1","n",NA,NA,NA,NA,NA,NA,NA,46,17,"0.68","8.5",NA,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,21,12,"0.74","10.0",NA,"P","0.0","1.0",2.5,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,31,35,"1.06","18.5",NA,"P","0.0","2.0",5.6,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,1.06
NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,39,15,"0.81","8.4",NA,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,32,15,"~1","6.0",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","22.5",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","4.8",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","11.5",1,"P","0.0","2.0",3,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","17.6",1,"P","0.0","1.0",4.5,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","4.5",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","10.7",1,"P","0.0","1.0",3.9,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","8.0",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","1.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","4.3",1,"P","0.0","2.0",3.2,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","2","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","17.2",1,"P","0.0","1.0",4.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","2","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","4.2",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","2","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","6.2",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","2","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","13.3",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","2","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","9.0",1,"P","0.0","1.0",3.7,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","2","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","12.5",1,"P","0.0","2.0",4.2,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","2","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","14.9",1,"P","0.0","2.0",2.8,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","2","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2","23.4",1,"P","0.0","2.0",4.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,1.2
NA,NA,2016,NA,NA,"TM2","upper","2.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","12.5",1,"P","0.0","1.0",5.1,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","2.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","12.5",1,"P","0.0","1.0",3.7,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","2.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","8.8",1,"P","0.0","2.0",2.3,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","2.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","10.5",1,"P","0.0","1.0",3.9,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","2.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","11.9",1,"S","0.0","1.0",2.1,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","2.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","10.5",1,"S","0.0","0.0",0,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","6","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","18.3",1,"P","0.0","2.0",5.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","6","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","8.5",1,"P","0.0","1.0",2.2,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","6.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","8.4",1,"P","0.0","1.0",2.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","6.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","7.2",1,"S","0.0","1.0",1.2,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","6.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","9.9",1,"P","0.0","1.0",2.9,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","6.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","15.4",1,"P","0.0","1.0",4.3,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","6.4",1,"P","0.0","1.0",2.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5","19.5",2,"P","0.0","4.0",6.2,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,1.5
NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","13.5",1,"P","0.0","3.0",3.3,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","10.6",1,"P","0.0","2.0",1.8,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","9.5",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","15.5",1,"S","0.0","1.0",2.9,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","22.8",1,"P","0.0","3.0",6.2,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","17.3",1,"P","0.0","2.0",4.6,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","12.0",1,"P","0.0","2.0",4.5,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","4.5",1,"S","0.0","1.0",2,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","7.3",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","13.6",1,"P","0.0","2.0",4.1,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","24.3",1,"P","0.0","3.0",5.4,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","24.1",1,"P","0.0","1.0",5.7,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","15.3",1,"P","0.0","1.0",4.8,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","16.1",2,"P","0.0","4.0",3.9,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","20.2",1,"P","0.0","1.0",4.7,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","9.6",1,"S","0.0","0.0",0,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","14.4",1,"P","0.0","2.0",4.6,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","18.1",1,"P","0.0","2.0",4.7,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","12.0",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","10.7",1,"P","0.0","1.0",3.2,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.5",1,"B",NA,NA,NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","8.2",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","9.6",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","6.0",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","9.8",1,"P","0.0","1.0",3.9,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.5",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","16.8",1,"P","0.0","2.0",5.4,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.6",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","13.9",1,"P","0.0","1.0",1.1,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","9.5",1,"P","0.0","1.0",2.8,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","6.7",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","10.0",1,"S","0.0","1.0",2.8,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","8.6",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","11.7",1,"P","0.0","2.0",3.6,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","7.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","8.9",1,"P","0.0","1.0",2.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.7",1,"P","0.0","1.0",2.7,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","11.7",1,"B","0.0","3.0",3.6,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","9.5",1,"P","0.0","1.0",2.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","8.0",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","10.2",1,"S","0.0","1.0",10.8,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","16.0",1,"P","0.0","2.0",4.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","13.6",1,"S","0.0","1.0",2.9,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","8.8",1,"P","0.0","1.0",1.4,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","8.8",1,"S","0.0","1.0",1.9,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","3.0",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","9.1",1,"P","0.0","1.0",3.5,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","10.0",1,"P","0.0","2.0",3.2,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","14.1",1,"S","0.0","2.0",4.1,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.2",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","11.2",1,"P","0.0","1.0",4.6,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","12.5",1,"P","0.0","2.0",3.9,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","15.1",1,"S","0.0","1.0",3.8,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","6.3",1,"B",NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.7",1,"S","0.0","0.0",0,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.6",1,"P","0.0","1.0",2,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","21.0",1,"P","0.0","2.0",4.5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.4",1,"P","0.0","1.0",1.9,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.0",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","15.2",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","11.2",1,"P","0.0","1.0",2.9,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","3.3",1,"B",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.6",1,"S","0.0","1.0",2.6,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","8.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","7.5",1,"P","0.0","1.0",2.1,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","5.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","13.0",1,"P","0.0","1.0",5,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","5.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2","20.0",1,"P","0.0","3.0",6.5,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,1.2
NA,NA,2016,NA,NA,"TM2","upper","5.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2","13.5",1,"P","0.0","3.0",5.1,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,1.2
NA,NA,2016,NA,NA,"TM2","upper","9","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","4.0",1,"P","0.0","0.0",0,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","9","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","7.8",1,"P","0.0","2.0",2.7,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","9","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","8.8",1,"P","0.0","1.0",2.9,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","9.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","4.6",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","9.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","6.0",1,"B",NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","9.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","7.5",1,"P","0.0","1.0",2,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","9.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1.3","14.0",1,"S","0.0","2.0",5,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","9.5","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","7.5",1,"P","0.0","1.0",2,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","10","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","8.1",1,"P","0.0","1.0",0.9,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","10","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1","3.1",1,"V",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","10","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","19.0",1,"S","0.0","1.0",3.8,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","10","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2","23.2",1,"S","0.0","2.0",1.4,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,1.2
NA,NA,2016,NA,NA,"TM2","upper","10","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","12.0",1,"P","0.0","1.0",3.4,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","10","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1","11.5",1,"P","0.0","1.0",4.3,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,0.5
NA,NA,2016,NA,NA,"TM2","upper","10","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"~1.2","13.0",1,"P","0.0","1.0",4.6,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,0.5
